name,brand,categories,primaryCategories,reviews_date,reviews_text,reviews_title,sentiment
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-07-01T00:00:00.000Z,"['the', 'echo', 'is', 'great', 'for', 'music', 'weather', 'and', 'anything', 'else', 'you', 'have', 'integrated', 'in', 'the', 'house']",Excellent,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['would', 'definitely', 'recommend', 'to', 'family', 'and', 'friends', 'that', 'have', 'little', 'kids', 'great', 'learning', 'tablet']",Great for kids,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-03T00:00:00.000Z,"['my', 'new', 'echo', 'plus', 'has', 'been', 'a', 'fun', 'find', 'it', 'is', 'working', 'as', 'advertised', 'and', 'we', 'are', 'still', 'exploring', 'the', 'many', 'many', 'ways', 'you', 'can', 'use', 'this', 'device', 'you', 'do', 'need', 'some', 'tech', 'savvy', 'on', 'apps', 'wifi', 'and', 'willingness', 'to', 'do', 'some', 'reading', 'on', 'the', 'various', 'skills', 'but', 'it', 'is', 'well', 'worth', 'it', 'already', 'added', 'an', 'echo', 'dot', 'to', 'the', 'mix']",Fun and Still Learning,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-17T00:00:00.000Z,"['this', 'was', 'purchased', 'for', 'my', 'granddaughter', 'for', 'her', 'birthday']",my grand daughter loves it,negative
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-04T00:00:00.000Z,"['up', 'and', 'coming', 'new', 'technology', 'helps', 'everyone', 'to', 'enjoy', 'life', 'more', 'greatly']",Awesome tablet,positive
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-30T00:00:00.000Z,"['this', 'tablet', 'is', 'great', 'for', 'reading', 'the', 'text', 'is', 'not', 'a', 'good', 'as', 'it', 'is', 'on', 'my', 'tab', 's', 'in', 'but', 'this', 'is', 'about', 'cheaper', 'i', 'got', 'it', 'because', 'i', 'wanted', 'a', 'more', 'natural', 'book', 'feel', 'reading', 'my', 'books', 'and', 'the', 'tab', 's', 'was', 'not', 'doing', 'it', 'for', 'me']",great for reading,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-25T00:00:00.000Z,"['this', 'kindle', 'is', 'so', 'overloaded', 'with', 'apps', 'that', 'i', 'will', 'never', 'use', 'despite', 'what', 'one', 'of', 'best', 'buys', 'associates', 'said', 'you', 'can', 'not', 'remove', 'any', 'of', 'the', 'amazon', 'apps', 'the', 'apps', 'take', 'up', 'too', 'much', 'of', 'the', 'memory', 'i', 'have', 'an', 'i', 'pad', 'and', 'love', 'but', 'bought', 'this', 'as', 'a', 'backup', 'for', 'work', 'unfortunately', 'it', 'bogs', 'down', 'i', 'also', 'do', 'nt', 'like', 'that', 'amazon', 'wants', 'access', 'to', 'too', 'much', 'info', 'to', 'set', 'up', 'email', 'so', 'i', 'wo', 'nt', 'use', 'this', 'for', 'emails', 'either', 'i', 'will', 'likely', 'sell', 'it', 'on', 'craig', 's', 'list', 'for', 'less', 'than', 'half', 'of', 'what', 'i', 'paid', 'for', 'it']",Too may preloaded useless apps,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-30T00:00:00.000Z,"['great', 'product', 'with', 'many', 'functions', 'i', 'would', 'highly', 'recommend', 'it', 'to', 'a', 'friend']",great product with many functions,positive
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-01-01T00:00:00.000Z,"['we', 'bought', 'this', 'because', 'we', 'thought', 'it', 'would', 'be', 'great', 'for', 'reading', 'books', 'and', 'playing', 'a', 'few', 'games', 'however', 'awkward', 'size', 'makes', 'the', 'device', 'very', 'weird', 'to', 'hold', 'and', 'generally', 'not', 'enjoyable', 'the', 'fire', 'hd', 'shares', 'the', 'exact', 'same', 'specs', 'and', 'has', 'a', 'higher', 'battery', 'life', 'there', 's', 'almost', 'no', 'reason', 'to', 'take', 'this', 'device', 'over', 'the']","Get the Fire HD 8, Not the 10",positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-11-17T00:00:00.000Z,"['great', 'learning', 'apps', 'my', 'year', 'old', 'wo', 'nt', 'put', 'it', 'down']",Educational,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-11-05T00:00:00.000Z,"['this', 'tablet', 'is', 'great', 'for', 'kids', 'i', 'bought', 'it', 'for', 'my', 'grandson', 'and', 'he', 'is', 'delighted', 'with', 'it', 'he', 'uses', 'it', 'constantly']",Great product for kids.,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-13T00:00:00.000Z,"['i', 'have', 'had', 'the', 'competitive', 'products', 'and', 'nothing', 'compares']",Great product,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-21T00:00:00.000Z,"['i', 'am', 'very', 'happy', 'with', 'this', 'tablet', 'my', 'kids', 'spends', 'hours', 'of', 'hours', 'on', 'this', 'neat', 'device']",Excellent tablet for little kids,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-07-16T00:00:00.000Z,"['it', 's', 'as', 'good', 'as', 'an', 'echo', 'great', 'sound', 'nice', 'and', 'loud', 'but', 'but', 'the', 'button', 'that', 'button', 'i', 'would', 'give', 'this', 'stars', 'and', 'buy', 'more', 'of', 'them', 'if', 'it', 'was', 'always', 'listening', 'while', 'plugged', 'in', 'other', 'than', 'that', 'it', 'does', 'everything', 'an', 'echo', 'does', 'it', 's', 'smaller', 'and', 'due', 'to', 'the', 'battery', 'portable', 'i', 'like', 'it', 'i', 'do', 'but', 'it', 's', 'not', 'as', 'useful', 'as', 'the', 'echo', 'in', 'the', 'situation', 'i', 'use', 'it', 'the', 'most']",I love it with one exception,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-06T00:00:00.000Z,"['great', 'christmas', 'gift', 'for', 'my', 'son', 'best', 'tablet', 'ever']",Awesome,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-08-25T00:00:00.000Z,"['i', 'already', 'own', 'an', 'echo', 'dot', 'but', 'do', 'nt', 'love', 'the', 'sound', 'quality', 'for', 'music', 'playback', 'the', 'tab', 'does', 'a', 'great', 'job', 'especially', 'when', 'you', 'consider', 'its', 'size', 'and', 'price', 'overall', 'very', 'happy']",Amazon Tap,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-17T00:00:00.000Z,"['it', 'was', 'okay', 'but', 'most', 'of', 'my', 'apps', 'were', 'stripped', 'down', 'versions', 'on', 'the', 'hdfire', 'it', 'was', 'inexpeisve', 'but', 'you', 'get', 'what', 'you', 'pay', 'for', 'the', 'os', 'is', 'pretyy', 'premitive', 'the', 'hardware', 'does', 'fell', 'nice', 'i', 'would', 'say', 'it', 'is', 'the', 'perfect', 'device', 'for', 'an', 'older', 'or', 'younger', 'person']",Ho-hum!,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01T00:00:00.000Z,"['great', 'product', 'didnt', 'realize', 'itaos', 'compatible', 'with', 'different', 'items']",Echo,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-30T00:00:00.000Z,"['this', 'amazon', 'fire', 'tab', 'works', 'really', 'wellthe', 'syncing', 'aspect', 'is', 'very', 'nice', 'being', 'able', 'to', 'pair', 'it', 'with', 'all', 'my', 'devicesi', 'wish', 'it', 'had', 'google', 'play']",good tablet for the price.,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-10-20T00:00:00.000Z,"['download', 'can', 'be', 'slow', 'at', 'timesoverall', 'good', 'product']",Son loves it,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-20T00:00:00.000Z,"['my', 'wife', 'purchased', 'this', 'for', 'me', 'at', 'christmas', 'was', 'very', 'surprised', 'because', 'she', 'said', 'she', 'did', 'not', 'want', 'a', 'device', 'like', 'this', 'in', 'the', 'house', 'i', 'think', 'she', 'is', 'enjoying', 'it', 'more', 'than', 'me', 'easy', 'to', 'link', 'with', 'nest', 'thermostat', 'and', 'smart', 'plugs', 'even', 'figured', 'out', 'how', 'to', 'operate', 'older', 'garage', 'door', 'with', 'it', 'if', 'i', 'can', 'only', 'figure', 'a', 'way', 'for', 'it', 'to', 'bring', 'me', 'a', 'beer', 'now']",Love this,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-26T00:00:00.000Z,"['upgraded', 'to', 'the', 'plus', 'with', 'a', 'lot', 'of', 'the', 'accessories']",Nice gift.,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-03T00:00:00.000Z,"['bought', 'as', 'cristmas', 'presents', 'for', 'my', 'nephews', 'both', 'ages', 'had', 'them', 'up', 'and', 'running', 'within', 'minutes', 'had', 'fun', 'asking', 'questions', 'and', 'adjusting', 'the', 'philips', 'light', 'bulb', 'to', 'different', 'brightness', 'levels', 'all', 'in', 'all', 'it', 'was', 'a', 'hit']",Works as advertised,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-28T00:00:00.000Z,"['easy', 'setup', 'for', 'connections', 'to', 'wifi', 'cameras', 'amazon', 'digital', 'subscriptions', 'and', 'coming', 'soon', 'youtube', 'add', 'your', 'videos', 'and', 'boom', 'to', 'the', 'screen', 'they', 'come']",Great Alexa Addition,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-06T00:00:00.000Z,"['not', 'very', 'user', 'friendly', 'in', 'addition', 'the', 'camera', 'exposure', 'is', 'not', 'sharp', 'enough', 'however', 'a', 'great', 'tablet', 'for', 'a', 'child', 'to', 'play', 'with']",good learning tool,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-20T00:00:00.000Z,"['along', 'with', 'fire', 'tv', 'a', 'prime', 'membership', 'an', 'amazon', 'music', 'subscription', 'other', 'home', 'automation', 'devices', 'and', 'the', 'alexa', 'app', 'on', 'the', 'phone', 'this', 'system', 'is', 'very', 'functional']",A screen makes a big difference.,negative
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-30T00:00:00.000Z,"['this', 'tablet', 'is', 'a', 'good', 'for', 'small', 'children', 'it', 'has', 'a', 'good', 'cover']",amazon fire,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-07-30T00:00:00.000Z,"['i', 'think', 'this', 'is', 'one', 'of', 'amazon', 'best', 'products', 'ever', 'i', 'first', 'review', 'the', 'echo', 'online', 'and', 'watch', 'youtube', 'video', 'it', 'is', 'better', 'than', 'i', 'read', 'or', 'saw', 'on', 'line']",I love echo,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-30T00:00:00.000Z,"['i', 'bought', 'this', 'tablet', 'for', 'my', 'kids', 'to', 'watch', 'videos', 'and', 'use', 'mostly', 'educational', 'games', 'on', 'it', 'and', 'they', 'love', 'it']",Great for families,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-11-11T00:00:00.000Z,"['limited', 'activities', 'for', 'my', 'son', 'to', 'surf', 'the', 'web', 'and', 'do', 'the', 'things', 'he', 'likes', 'to', 'do']",Great for a kid,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-03-24T00:00:00.000Z,"['i', 'have', 'the', 'spot', 'dot', 'and', 'two', 'shows', 'i', 'started', 'out', 'with', 'the', 'spot', 'and', 'loved', 'it', 'so', 'much', 'i', 'wanted', 'a', 'bigger', 'one', 'this', 'was', 'a', 'best', 'buy', 'no', 'pun', 'intended', 'lol']",Bought two!,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['i', 'was', 'surprised', 'on', 'how', 'easy', 'it', 'was', 'to', 'use', 'i', 'bought', 'it', 'for', 'my', 'mother', 'and', 'she', 'totally', 'loves', 'it', 'and', 'i', 'do', 'too']",Great tablet,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['bought', 'for', 'my', 'yr', 'old', 'quality', 'product', 'at', 'an', 'affordable', 'price', 'bought', 'on', 'sale', 'for']",Affordable quality,negative
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-08-06T00:00:00.000Z,"['upgraded', 'easy', 'to', 'use', 'thinner', 'very', 'happy', 'with', 'it']",Kindle Fire 7,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-05-18T00:00:00.000Z,"['i', 'decided', 'to', 'buy', 'a', 'kindle', 'fire', 'because', 'of', 'the', 'price', 'it', 's', 'way', 'cheaper', 'than', 'most', 'models', 'and', 'more', 'reliable', 'i', 'honestly', 'did', 'nt', 'think', 'i', 'would', 'be', 'able', 'to', 'do', 'muchwith', 'it', 'but', 'can', 'do', 'a', 'lot', 'i', 'have', 'netflix', 'on', 'it', 'and', 'have', 'binge', 'watched', 'a', 'lot', 'because', 'of', 'it', 'i', 'am', 'quite', 'happy', 'with', 'my', 'purchase']",Really good tablet,positive
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-16T00:00:00.000Z,"['bought', 'this', 'for', 'a', 'work', 'fundraiser', 'and', 'the', 'recipient', 'enjoyed', 'it']",Great work giveaway item,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-07-28T00:00:00.000Z,"['i', 'ordered', 'this', 'and', 'actually', 'came', 'in', 'earlier', 'than', 'predicted', 'and', 'it', 'works', 'beautiful', 'i', 'm', 'totally', 'happy', 'with', 'my', 'purchase']",Perfect!!,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-16T00:00:00.000Z,"['easy', 'to', 'use', 'perfect', 'for', 'using', 'for', 'my', 'clinicals', 'in', 'nursing', 'school']",Great product.,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-08T00:00:00.000Z,"['was', 'looking', 'for', 'a', 'tablet', 'that', 'was', 'highly', 'portable', 'could', 'run', 'my', 'directtv', 'app', 'stream', 'videos', 'other', 'electronics', 'i', 'have', 'are', 'much', 'older', 'versions', 'salesman', 'recommended', 'this', 'model', 'to', 'me', 'based', 'on', 'personal', 'experience', 'i', 'am', 'still', 'learning', 'all', 'its', 'functions', 'but', 'so', 'far', 'it', 'seems', 'easy', 'to', 'use', 'is', 'doing', 'what', 'it', 'promised', 'to', 'do']",First Amazon FIRE,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-15T00:00:00.000Z,"['have', 'nt', 'had', 'any', 'issues', 'until', 'recently', 'my', 'son', 's', 'tablet', 'wo', 'nt', 'charge', 'anymore', 'called', 'geek', 'support', 'but', 'they', 'could', 'nt', 'locate', 'warranty', 'so', 'i', 'll', 'have', 'to', 'go', 'in']",Great,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-17T00:00:00.000Z,"['i', 'bought', 'this', 'tablet', 'for', 'my', 'yr', 'old', 'godchild', 'and', 'she', 'loves', 'it', 'this', 'was', 'her', 'christmas', 'present']",Great Tablet for my teen God-child.,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-15T00:00:00.000Z,"['great', 'sound', 'easy', 'to', 'use', 'wife', 'love', 'it', 'connect', 'with', 'wifi', 'and', 'all', 'my', 'phones']",great speaker,positive
